기간,자치구,행정동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2018.1/4,종로구,숭인1동,"2,991","6,822","3,369","3,453","6,473","3,205","3,268",349,164,185,2.16,"1,098"
2018.1/4,종로구,숭인2동,"5,640","10,118","5,154","4,964","9,611","4,959","4,652",507,195,312,1.7,"1,608"
2018.1/4,종로구,청운효자동,"5,433","13,481","6,380","7,101","13,174","6,197","6,977",307,183,124,2.42,"2,169"
2018.1/4,종로구,혜화동,"9,164","20,520","9,437","11,083","17,263","8,378","8,885","3,257","1,059","2,198",1.88,"2,566"
2018.1/4,중구,소계,"60,903","135,139","66,582","68,557","126,082","62,376","63,706","9,057","4,206","4,851",2.07,"21,655"
2018.1/4,중구,소공동,"1,059","2,756","1,431","1,325","2,019",996,"1,023",737,435,302,1.91,261
2018.1/4,중구,회현동,"3,276","5,934","3,253","2,681","5,321","2,929","2,392",613,324,289,1.62,"1,373"
2018.1/4,중구,명동,"1,440","3,432","1,514","1,918","2,905","1,230","1,675",527,284,243,2.02,678
2018.1/4,중구,필동,"2,249","4,917","2,449","2,468","4,057","2,097","1,960",860,352,508,1.8,780
2018.1/4,중구,장충동,"2,644","5,595","2,709","2,886","4,765","2,421","2,344",830,288,542,1.8,767
2018.1/4,중구,광희동,"2,919","5,950","3,091","2,859","5,011","2,676","2,335",939,415,524,1.72,"1,112"
2018.1/4,중구,을지로동,"1,179","1,819","1,118",701,"1,643","1,036",607,176,82,94,1.39,448
2018.1/4,중구,신당5동,"4,440","9,773","4,849","4,924","9,419","4,691","4,728",354,158,196,2.12,"1,490"
2018.1/4,중구,황학동,"6,319","13,207","6,481","6,726","12,249","6,033","6,216",958,448,510,1.94,"1,796"
2018.1/4,중구,중림동,"5,591","12,437","6,251","6,186","12,127","6,089","6,038",310,162,148,2.17,"1,796"
2018.1/4,중구,신당동,"4,421","9,574","4,752","4,822","7,891","3,990","3,901","1,683",762,921,1.78,"1,297"
2018.1/4,중구,다산동,"6,871","15,318","7,431","7,887","14,806","7,196","7,610",512,235,277,2.15,"2,416"
2018.1/4,중구,약수동,"7,816","18,221","8,699","9,522","18,010","8,587","9,423",211,112,99,2.3,"3,342"
2018.1/4,중구,청구동,"6,457","14,933","7,128","7,805","14,743","7,041","7,702",190,87,103,2.28,"2,444"
2018.1/4,중구,동화동,"4,222","11,273","5,426","5,847","11,116","5,364","5,752",157,62,95,2.63,"1,655"
2018.1/4,용산구,소계,"108,497","245,411","119,985","125,426","229,909","111,262","118,647","15,502","8,723","6,779",2.12,"37,238"
2018.1/4,용산구,후암동,"8,535","18,843","9,205","9,638","18,314","8,921","9,393",529,284,245,2.15,"2,915"
2018.1/4,용산구,용산2가동,"5,562","12,333","6,050","6,283","10,957","5,285","5,672","1,376",765,611,1.97,"2,001"
2018.1/4,용산구,남영동,"5,491","8,643","5,259","3,384","7,979","4,931","3,048",664,328,336,1.45,"1,531"
2018.1/4,용산구,원효로2동,"6,031","15,203","7,111","8,092","15,046","7,048","7,998",157,63,94,2.49,"2,257"
2018.1/4,용산구,효창동,"3,889","9,517","4,537","4,980","9,386","4,483","4,903",131,54,77,2.41,"1,405"
2018.1/4,용산구,용문동,"5,288","12,770","6,152","6,618","12,644","6,097","6,547",126,55,71,2.39,"1,906"
2018.1/4,용산구,이촌1동,"10,092","28,957","13,572","15,385","27,874","12,978","14,896","1,083",594,489,2.76,"4,189"
2018.1/4,용산구,이촌2동,"3,855","9,233","4,364","4,869","9,140","4,324","4,816",93,40,53,2.37,"1,688"
2018.1/4,용산구,이태원1동,"3,890","8,782","4,483","4,299","7,129","3,380","3,749","1,653","1,103",550,1.83,"1,504"
2018.1/4,용산구,이태원2동,"4,927","11,093","5,351","5,742","9,484","4,413","5,071","1,609",938,671,1.92,"1,854"
2018.1/4,용산구,서빙고동,"5,330","14,350","6,949","7,401","13,635","6,578","7,057",715,371,344,2.56,"2,005"
2018.1/4,용산구,보광동,"7,832","16,459","8,238","8,221","15,296","7,496","7,800","1,163",742,421,1.95,"2,651"
2018.1/4,용산구,청파동,"10,592","21,214","10,051","11,163","20,353","9,769","10,584",861,282,579,1.92,"3,204"
2018.1/4,용산구,원효로1동,"7,038","15,554","7,581","7,973","14,935","7,255","7,680",619,326,293,2.12,"1,799"
2018.1/4,용산구,한강로동,"9,227","18,672","9,159","9,513","17,152","8,368","8,784","1,520",791,729,1.86,"2,922"
2018.1/4,용산구,한남동,"10,918","23,788","11,923","11,865","20,585","9,936","10,649","3,203","1,987","1,216",1.89,"3,407"
2018.1/4,성동구,소계,"134,543","314,551","154,672","159,879","306,532","150,937","155,595","8,019","3,735","4,284",2.28,"41,752"
2018.1/4,성동구,왕십리2동,"7,665","18,259","8,935","9,324","17,860","8,764","9,096",399,171,228,2.33,"2,350"
2018.1/4,성동구,마장동,"10,400","24,255","11,954","12,301","23,536","11,646","11,890",719,308,411,2.26,"3,432"
2018.1/4,성동구,사근동,"6,888","13,126","6,575","6,551","11,434","5,903","5,531","1,692",672,"1,020",1.66,"1,413"
2018.1/4,성동구,행당1동,"6,301","14,346","7,022","7,324","13,941","6,830","7,111",405,192,213,2.21,"2,066"
2018.1/4,성동구,행당2동,"9,459","25,288","11,938","13,350","25,195","11,900","13,295",93,38,55,2.66,"3,304"
2018.1/4,성동구,응봉동,"6,249","16,578","7,889","8,689","16,523","7,870","8,653",55,19,36,2.64,"2,324"
2018.1/4,성동구,금호1가동,"5,829","14,441","6,980","7,461","14,348","6,939","7,409",93,41,52,2.46,"2,116"
2018.1/4,성동구,금호4가동,"6,236","14,923","7,170","7,753","14,776","7,101","7,675",147,69,78,2.37,"2,035"
2018.1/4,성동구,성수1가1동,"7,617","17,729","8,930","8,799","17,405","8,734","8,671",324,196,128,2.29,"1,967"
2018.1/4,성동구,성수1가2동,"7,345","16,243","8,129","8,114","15,806","7,903","7,903",437,226,211,2.15,"1,994"
2018.1/4,성동구,성수2가1동,"8,620","18,702","9,683","9,019","17,996","9,356","8,640",706,327,379,2.09,"2,605"
2018.1/4,성동구,성수2가3동,"5,632","12,040","6,251","5,789","11,651","6,022","5,629",389,229,160,2.07,"1,669"
2018.1/4,성동구,송정동,"5,482","11,896","6,314","5,582","11,398","6,060","5,338",498,254,244,2.08,"1,562"
2018.1/4,성동구,용답동,"8,146","16,699","8,784","7,915","15,606","8,252","7,354","1,093",532,561,1.92,"2,457"
2018.1/4,성동구,왕십리도선동,"11,442","27,739","13,294","14,445","27,257","13,092","14,165",482,202,280,2.38,"3,247"
2018.1/4,성동구,금호2.3가동,"10,286","24,717","11,848","12,869","24,496","11,748","12,748",221,100,121,2.38,"3,627"
2018.1/4,성동구,옥수동,"10,946","27,570","12,976","14,594","27,304","12,817","14,487",266,159,107,2.49,"3,584"
2018.1/4,광진구,소계,"161,407","371,671","180,206","191,465","357,149","173,946","183,203","14,522","6,260","8,262",2.21,"44,470"
2018.1/4,광진구,화양동,"15,201","24,624","11,388","13,236","21,626","10,349","11,277","2,998","1,039","1,959",1.42,"2,201"
2018.1/4,광진구,군자동,"10,328","21,801","10,748","11,053","20,117","9,939","10,178","1,684",809,875,1.95,"2,641"
2018.1/4,광진구,중곡1동,"7,694","16,359","8,014","8,345","15,901","7,830","8,071",458,184,274,2.07,"2,188"
2018.1/4,광진구,중곡2동,"10,214","22,923","11,110","11,813","22,572","10,965","11,607",351,145,206,2.21,"2,801"
2018.1/4,광진구,중곡3동,"8,385","17,972","8,904","9,068","17,720","8,816","8,904",252,88,164,2.11,"2,466"
2018.1/4,광진구,중곡4동,"13,173","31,623","15,585","16,038","31,305","15,463","15,842",318,122,196,2.38,"4,308"
2018.1/4,광진구,능동,"6,099","11,889","5,534","6,355","11,580","5,379","6,201",309,155,154,1.9,"1,413"
2018.1/4,광진구,구의1동,"11,461","23,371","11,202","12,169","22,650","10,870","11,780",721,332,389,1.98,"2,815"
2018.1/4,광진구,구의2동,"10,631","25,925","12,579","13,346","25,533","12,410","13,123",392,169,223,2.4,"3,605"
2018.1/4,광진구,구의3동,"12,111","30,588","14,603","15,985","30,275","14,452","15,823",313,151,162,2.5,"3,470"
2018.1/4,광진구,광장동,"11,946","36,488","17,735","18,753","36,319","17,659","18,660",169,76,93,3.04,"3,283"
2018.1/4,광진구,자양1동,"11,357","24,738","12,025","12,713","23,559","11,476","12,083","1,179",549,630,2.07,"2,991"
2018.1/4,광진구,자양2동,"11,200","27,618","13,560","14,058","27,266","13,407","13,859",352,153,199,2.43,"3,352"
2018.1/4,광진구,자양3동,"11,061","30,401","14,664","15,737","30,086","14,532","15,554",315,132,183,2.72,"3,448"
2018.1/4,광진구,자양4동,"10,546","25,351","12,555","12,796","20,640","10,399","10,241","4,711","2,156","2,555",1.96,"3,488"
2018.1/4,동대문구,소계,"160,489","364,962","180,381","184,581","349,308","174,476","174,832","15,654","5,905","9,749",2.18,"56,284"
2018.1/4,동대문구,회기동,"5,884","12,750","5,778","6,972","10,428","5,021","5,407","2,322",757,"1,565",1.77,"1,429"
2018.1/4,동대문구,휘경1동,"6,842","14,521","7,091","7,430","13,051","6,569","6,482","1,470",522,948,1.91,"2,152"
2018.1/4,동대문구,휘경2동,"11,081","25,175","12,340","12,835","24,711","12,170","12,541",464,170,294,2.23,"3,417"
2018.1/4,동대문구,청량리동,"10,529","22,964","11,510","11,454","22,206","11,147","11,059",758,363,395,2.11,"4,946"
2018.1/4,동대문구,용신동,"16,436","32,500","16,690","15,810","30,960","15,997","14,963","1,540",693,847,1.88,"5,363"
2018.1/4,동대문구,제기동,"12,687","27,755","13,908","13,847","25,283","12,936","12,347","2,472",972,"1,500",1.99,"5,146"
2018.1/4,동대문구,전농1동,"14,030","29,929","15,145","14,784","29,399","14,910","14,489",530,235,295,2.1,"5,029"
2018.1/4,동대문구,전농2동,"7,628","20,434","9,790","10,644","20,036","9,674","10,362",398,116,282,2.63,"3,194"
2018.1/4,동대문구,답십리1동,"10,617","25,119","12,242","12,877","24,707","12,056","12,651",412,186,226,2.33,"3,338"
2018.1/4,동대문구,답십리2동,"12,007","29,610","14,541","15,069","29,336","14,412","14,924",274,129,145,2.44,"4,819"
2018.1/4,동대문구,장안1동,"17,042","39,534","19,757","19,777","38,893","19,475","19,418",641,282,359,2.28,"5,398"
2018.1/4,동대문구,장안2동,"12,545","31,300","15,729","15,571","31,038","15,636","15,402",262,93,169,2.47,"4,163"
2018.1/4,동대문구,이문1동,"14,445","31,045","14,923","16,122","27,503","13,790","13,713","3,542","1,133","2,409",1.9,"4,463"
2018.1/4,동대문구,이문2동,"8,716","22,326","10,937","11,389","21,757","10,683","11,074",569,254,315,2.5,"3,427"
2018.1/4,중랑구,소계,"179,600","411,552","204,411","207,141","406,868","202,526","204,342","4,684","1,885","2,799",2.27,"59,992"
2018.1/4,중랑구,면목2동,"12,223","26,921","13,458","13,463","26,548","13,326","13,222",373,132,241,2.17,"3,860"
2018.1/4,중랑구,면목4동,"9,494","21,070","10,465","10,605","20,790","10,339","10,451",280,126,154,2.19,"3,304"
2018.1/4,중랑구,면목5동,"4,698","10,420","5,327","5,093","10,304","5,276","5,028",116,51,65,2.19,"1,535"
2018.1/4,중랑구,면목7동,"10,100","22,530","11,182","11,348","22,253","11,080","11,173",277,102,175,2.2,"3,628"
2018.1/4,중랑구,상봉1동,"10,092","25,856","12,641","13,215","25,696","12,575","13,121",160,66,94,2.55,"3,217"
2018.1/4,중랑구,상봉2동,"9,806","18,799","9,249","9,550","18,472","9,109","9,363",327,140,187,1.88,"2,586"
2018.1/4,중랑구,중화1동,"8,789","21,097","10,439","10,658","20,946","10,382","10,564",151,57,94,2.38,"2,947"
2018.1/4,중랑구,중화2동,"14,243","28,717","14,825","13,892","28,127","14,577","13,550",590,248,342,1.97,"4,604"
2018.1/4,중랑구,묵1동,"14,344","36,297","17,751","18,546","36,148","17,695","18,453",149,56,93,2.52,"4,953"
2018.1/4,중랑구,묵2동,"9,135","20,492","10,131","10,361","20,276","10,052","10,224",216,79,137,2.22,"2,909"
2018.1/4,중랑구,망우3동,"8,467","18,607","9,320","9,287","18,340","9,212","9,128",267,108,159,2.17,"2,887"
2018.1/4,중랑구,신내1동,"14,510","41,352","20,289","21,063","41,215","20,226","20,989",137,63,74,2.84,"5,629"
2018.1/4,중랑구,신내2동,"8,996","22,802","11,016","11,786","22,734","10,993","11,741",68,23,45,2.53,"3,281"
2018.1/4,중랑구,면목본동,"17,439","36,833","18,322","18,511","36,046","17,990","18,056",787,332,455,2.07,"5,267"
2018.1/4,중랑구,면목3.8동,"12,563","27,519","13,766","13,753","27,076","13,585","13,491",443,181,262,2.16,"4,347"
2018.1/4,중랑구,망우본동,"14,701","32,240","16,230","16,010","31,897","16,109","15,788",343,121,222,2.17,"5,038"
2018.1/4,성북구,소계,"187,234","453,902","220,024","233,878","442,226","215,421","226,805","11,676","4,603","7,073",2.36,"66,896"
2018.1/4,성북구,돈암1동,"6,413","16,633","7,808","8,825","16,515","7,763","8,752",118,45,73,2.58,"2,558"
2018.1/4,성북구,돈암2동,"8,502","25,261","12,064","13,197","25,163","12,021","13,142",98,43,55,2.96,"3,026"
2018.1/4,성북구,안암동,"8,728","17,581","8,550","9,031","15,385","7,806","7,579","2,196",744,"1,452",1.76,"2,021"
2018.1/4,성북구,보문동,"8,010","17,300","8,394","8,906","16,959","8,250","8,709",341,144,197,2.12,"2,278"
2018.1/4,성북구,정릉1동,"7,024","18,771","8,983","9,788","18,229","8,843","9,386",542,140,402,2.6,"2,747"
2018.1/4,성북구,정릉2동,"9,646","24,386","11,951","12,435","24,158","11,865","12,293",228,86,142,2.5,"3,965"
2018.1/4,성북구,정릉3동,"7,565","17,421","8,703","8,718","16,078","8,020","8,058","1,343",683,660,2.13,"3,021"
2018.1/4,성북구,정릉4동,"11,045","27,346","13,264","14,082","27,048","13,171","13,877",298,93,205,2.45,"4,320"
2018.1/4,성북구,길음1동,"12,983","37,806","18,082","19,724","37,613","17,998","19,615",193,84,109,2.9,"4,148"
2018.1/4,성북구,길음2동,"5,068","12,148","5,928","6,220","11,979","5,850","6,129",169,78,91,2.36,"1,916"
2018.1/4,성북구,월곡1동,"10,766","28,120","13,658","14,462","27,898","13,579","14,319",222,79,143,2.59,"4,188"
2018.1/4,성북구,월곡2동,"8,750","20,698","10,125","10,573","20,096","9,856","10,240",602,269,333,2.3,"3,190"
2018.1/4,성북구,장위1동,"8,910","21,265","10,543","10,722","21,047","10,467","10,580",218,76,142,2.36,"3,346"
2018.1/4,성북구,장위2동,"7,732","18,008","9,011","8,997","17,700","8,876","8,824",308,135,173,2.29,"3,457"
2018.1/4,성북구,장위3동,"4,952","12,132","6,129","6,003","11,932","6,033","5,899",200,96,104,2.41,"1,931"
2018.1/4,성북구,성북동,"8,020","17,976","8,498","9,478","17,463","8,278","9,185",513,220,293,2.18,"2,913"
2018.1/4,성북구,삼선동,"12,556","27,121","13,092","14,029","26,592","12,865","13,727",529,227,302,2.12,"3,957"
2018.1/4,성북구,동선동,"8,831","16,617","7,084","9,533","15,748","6,804","8,944",869,280,589,1.78,"2,130"
2018.1/4,성북구,종암동,"16,991","42,875","21,028","21,847","41,109","20,397","20,712","1,766",631,"1,135",2.42,"5,996"
2018.1/4,성북구,석관동,"14,742","34,437","17,129","17,308","33,514","16,679","16,835",923,450,473,2.27,"5,788"
2018.1/4,강북구,소계,"143,139","327,511","159,853","167,658","323,862","158,440","165,422","3,649","1,413","2,236",2.26,"57,002"
2018.1/4,강북구,번1동,"10,023","20,003","9,885","10,118","19,665","9,754","9,911",338,131,207,1.96,"3,272"
2018.1/4,강북구,번2동,"7,525","17,762","8,620","9,142","17,617","8,575","9,042",145,45,100,2.34,"3,574"
2018.1/4,강북구,번3동,"7,624","19,208","9,125","10,083","19,131","9,111","10,020",77,14,63,2.51,"4,310"
2018.1/4,강북구,수유1동,"10,263","22,414","11,052","11,362","22,151","10,957","11,194",263,95,168,2.16,"3,919"
2018.1/4,강북구,수유2동,"9,475","22,636","10,975","11,661","22,484","10,923","11,561",152,52,100,2.37,"4,174"
2018.1/4,강북구,수유3동,"12,161","24,258","12,088","12,170","23,886","11,950","11,936",372,138,234,1.96,"4,030"
2018.1/4,강북구,삼양동,"12,535","28,783","14,299","14,484","28,564","14,221","14,343",219,78,141,2.28,"4,855"
2018.1/4,강북구,미아동,"11,099","23,351","11,217","12,134","22,830","11,012","11,818",521,205,316,2.06,"3,872"
2018.1/4,강북구,송중동,"13,105","30,274","14,570","15,704","29,711","14,316","15,395",563,254,309,2.27,"5,257"
2018.1/4,강북구,송천동,"13,785","29,896","14,922","14,974","29,396","14,696","14,700",500,226,274,2.13,"5,474"
2018.1/4,강북구,삼각산동,"11,912","33,843","16,305","17,538","33,708","16,248","17,460",135,57,78,2.83,"3,855"
2018.1/4,강북구,우이동,"9,423","21,996","10,698","11,298","21,863","10,641","11,222",133,57,76,2.32,"4,255"
2018.1/4,강북구,인수동,"14,209","33,087","16,097","16,990","32,856","16,036","16,820",231,61,170,2.31,"6,155"
2018.1/4,도봉구,소계,"137,479","345,041","168,833","176,208","342,861","168,009","174,852","2,180",824,"1,356",2.49,"54,293"
2018.1/4,도봉구,쌍문1동,"9,069","22,462","10,885","11,577","22,142","10,790","11,352",320,95,225,2.44,"3,804"
2018.1/4,도봉구,쌍문2동,"8,555","20,531","9,994","10,537","20,373","9,902","10,471",158,92,66,2.38,"3,347"
2018.1/4,도봉구,쌍문3동,"7,600","17,431","8,438","8,993","17,274","8,377","8,897",157,61,96,2.27,"3,052"
2018.1/4,도봉구,쌍문4동,"7,173","20,390","9,754","10,636","20,340","9,737","10,603",50,17,33,2.84,"2,532"
2018.1/4,도봉구,방학1동,"12,625","30,627","15,150","15,477","30,349","15,050","15,299",278,100,178,2.4,"4,874"
2018.1/4,도봉구,방학2동,"9,605","22,124","11,187","10,937","21,936","11,112","10,824",188,75,113,2.28,"3,750"
2018.1/4,도봉구,방학3동,"10,131","29,607","14,480","15,127","29,537","14,460","15,077",70,20,50,2.92,"3,987"
2018.1/4,도봉구,창1동,"10,896","27,177","12,971","14,206","27,016","12,912","14,104",161,59,102,2.48,"3,949"
2018.1/4,도봉구,창2동,"12,348","31,712","15,579","16,133","31,463","15,476","15,987",249,103,146,2.55,"4,434"
2018.1/4,도봉구,창3동,"6,662","15,347","7,637","7,710","15,257","7,605","7,652",90,32,58,2.29,"2,636"
2018.1/4,도봉구,창4동,"10,532","28,694","13,872","14,822","28,612","13,841","14,771",82,31,51,2.72,"3,653"
2018.1/4,도봉구,창5동,"9,898","26,413","12,761","13,652","26,317","12,729","13,588",96,32,64,2.66,"3,700"
2018.1/4,도봉구,도봉1동,"10,312","23,273","11,725","11,548","23,115","11,669","11,446",158,56,102,2.24,"5,002"
2018.1/4,도봉구,도봉2동,"12,073","29,253","14,400","14,853","29,130","14,349","14,781",123,51,72,2.41,"5,573"
2018.1/4,노원구,소계,"217,999","555,803","269,762","286,041","551,902","268,144","283,758","3,901","1,618","2,283",2.53,"75,081"
2018.1/4,노원구,월계1동,"10,383","24,129","12,407","11,722","23,711","12,220","11,491",418,187,231,2.28,"3,818"
2018.1/4,노원구,월계2동,"11,270","27,200","13,120","14,080","27,059","13,074","13,985",141,46,95,2.4,"4,775"
2018.1/4,노원구,월계3동,"13,033","33,037","15,948","17,089","32,864","15,876","16,988",173,72,101,2.52,"5,117"
2018.1/4,노원구,공릉2동,"16,091","41,760","20,539","21,221","41,323","20,308","21,015",437,231,206,2.57,"4,472"
2018.1/4,노원구,하계1동,"12,479","30,604","14,898","15,706","29,942","14,568","15,374",662,330,332,2.4,"3,768"
2018.1/4,노원구,하계2동,"8,354","24,192","11,594","12,598","24,140","11,570","12,570",52,24,28,2.89,"2,820"
2018.1/4,노원구,중계본동,"9,250","27,251","13,347","13,904","27,162","13,310","13,852",89,37,52,2.94,"2,498"
2018.1/4,노원구,중계1동,"9,144","28,636","13,992","14,644","28,557","13,961","14,596",79,31,48,3.12,"2,164"
2018.1/4,노원구,중계4동,"8,439","22,041","10,753","11,288","21,956","10,722","11,234",85,31,54,2.6,"3,506"
2018.1/4,노원구,상계1동,"15,670","41,442","20,227","21,215","41,273","20,171","21,102",169,56,113,2.63,"5,936"
2018.1/4,노원구,상계2동,"8,735","21,909","10,811","11,098","21,752","10,746","11,006",157,65,92,2.49,"2,908"
2018.1/4,노원구,상계5동,"11,189","26,816","13,120","13,696","26,674","13,072","13,602",142,48,94,2.38,"4,567"
2018.1/4,노원구,상계8동,"9,282","24,815","11,950","12,865","24,771","11,940","12,831",44,10,34,2.67,"2,439"
2018.1/4,노원구,상계9동,"8,552","22,791","10,960","11,831","22,711","10,940","11,771",80,20,60,2.66,"2,801"
2018.1/4,노원구,상계10동,"6,692","17,308","8,015","9,293","17,246","7,985","9,261",62,30,32,2.58,"1,957"
2018.1/4,노원구,상계3.4동,"11,936","27,433","13,701","13,732","27,291","13,661","13,630",142,40,102,2.29,"5,399"
2018.1/4,노원구,상계6.7동,"14,059","35,884","16,801","19,083","35,720","16,739","18,981",164,62,102,2.54,"4,200"
2018.1/4,노원구,중계2.3동,"15,531","38,486","17,993","20,493","38,327","17,933","20,394",159,60,99,2.47,"6,534"
2018.1/4,노원구,공릉1동,"17,910","40,069","19,586","20,483","39,423","19,348","20,075",646,238,408,2.2,"5,402"
2018.1/4,은평구,소계,"203,431","490,253","237,542","252,711","485,902","235,674","250,228","4,351","1,868","2,483",2.39,"75,535"
2018.1/4,은평구,녹번동,"14,732","33,138","15,997","17,141","32,741","15,817","16,924",397,180,217,2.22,"5,592"
2018.1/4,은평구,불광1동,"17,707","42,249","20,188","22,061","41,924","20,050","21,874",325,138,187,2.37,"6,871"
2018.1/4,은평구,갈현1동,"11,128","25,523","12,541","12,982","25,220","12,372","12,848",303,169,134,2.27,"4,026"
2018.1/4,은평구,갈현2동,"12,439","30,935","14,807","16,128","30,556","14,636","15,920",379,171,208,2.46,"4,391"
2018.1/4,은평구,구산동,"12,638","33,824","16,918","16,906","33,593","16,818","16,775",231,100,131,2.66,"5,397"
2018.1/4,은평구,대조동,"15,766","33,262","15,738","17,524","32,832","15,551","17,281",430,187,243,2.08,"5,258"
2018.1/4,은평구,응암1동,"11,240","26,268","12,626","13,642","25,995","12,501","13,494",273,125,148,2.31,"3,841"
2018.1/4,은평구,응암2동,"8,488","21,764","10,662","11,102","21,558","10,571","10,987",206,91,115,2.54,"2,852"
2018.1/4,은평구,신사1동,"11,250","28,133","13,660","14,473","27,906","13,569","14,337",227,91,136,2.48,"4,244"
2018.1/4,은평구,신사2동,"9,026","22,256","11,139","11,117","22,109","11,083","11,026",147,56,91,2.45,"3,343"
2018.1/4,은평구,증산동,"6,959","16,792","8,291","8,501","16,687","8,247","8,440",105,44,61,2.4,"2,848"
2018.1/4,은평구,수색동,"5,591","13,045","6,562","6,483","12,926","6,513","6,413",119,49,70,2.31,"2,380"
2018.1/4,은평구,진관동,"19,729","55,824","26,572","29,252","55,611","26,484","29,127",213,88,125,2.82,"6,829"
2018.1/4,은평구,불광2동,"13,610","30,189","14,697","15,492","29,906","14,578","15,328",283,119,164,2.2,"5,260"
2018.1/4,은평구,응암3동,"12,420","26,632","13,054","13,578","26,314","12,942","13,372",318,112,206,2.12,"5,047"
2018.1/4,은평구,역촌동,"20,708","50,419","24,090","26,329","50,024","23,942","26,082",395,148,247,2.42,"7,356"
2018.1/4,서대문구,소계,"137,758","324,871","154,960","169,911","312,311","150,793","161,518","12,560","4,167","8,393",2.27,"49,645"
2018.1/4,서대문구,천연동,"8,328","19,285","9,235","10,050","19,065","9,131","9,934",220,104,116,2.29,"3,115"
2018.1/4,서대문구,홍제1동,"9,612","23,636","11,129","12,507","23,336","10,996","12,340",300,133,167,2.43,"3,960"
2018.1/4,서대문구,홍제3동,"7,134","16,894","8,209","8,685","16,724","8,132","8,592",170,77,93,2.34,"3,261"
2018.1/4,서대문구,홍제2동,"5,819","14,892","7,140","7,752","14,781","7,092","7,689",111,48,63,2.54,"2,494"
2018.1/4,서대문구,홍은1동,"9,794","24,310","11,854","12,456","24,007","11,725","12,282",303,129,174,2.45,"4,205"
2018.1/4,서대문구,홍은2동,"12,590","30,023","14,648","15,375","29,387","14,374","15,013",636,274,362,2.33,"4,782"
2018.1/4,서대문구,남가좌1동,"6,068","17,312","8,302","9,010","16,874","8,148","8,726",438,154,284,2.78,"2,058"
2018.1/4,서대문구,남가좌2동,"10,123","23,101","11,167","11,934","22,524","10,924","11,600",577,243,334,2.23,"3,839"
2018.1/4,서대문구,북가좌1동,"7,056","19,716","9,567","10,149","19,560","9,502","10,058",156,65,91,2.77,"2,748"
2018.1/4,서대문구,북가좌2동,"14,732","34,707","16,966","17,741","34,400","16,844","17,556",307,122,185,2.34,"5,563"
2018.1/4,서대문구,충현동,"8,825","18,699","9,125","9,574","18,252","8,929","9,323",447,196,251,2.07,"3,074"
2018.1/4,서대문구,북아현동,"7,537","17,808","8,473","9,335","17,414","8,305","9,109",394,168,226,2.31,"2,234"
2018.1/4,서대문구,신촌동,"11,630","23,831","9,610","14,221","18,332","8,422","9,910","5,499","1,188","4,311",1.58,"2,194"
2018.1/4,서대문구,연희동,"18,510","40,657","19,535","21,122","37,655","18,269","19,386","3,002","1,266","1,736",2.03,"6,118"
2018.1/4,마포구,소계,"170,219","385,624","182,905","202,719","374,742","178,661","196,081","10,882","4,244","6,638",2.2,"50,122"
2018.1/4,마포구,용강동,"9,087","22,554","10,834","11,720","21,988","10,516","11,472",566,318,248,2.42,"2,661"
